Target_genes	Smad1|Average	SRX1082039|Embryonic_Stem_Cells	SRX1082040|Embryonic_Stem_Cells	SRX2401993|Embryonic_Stem_Cells	SRX2401994|Embryonic_Stem_Cells	SRX2401996|Embryonic_Stem_Cells	SRX2401997|Embryonic_Stem_Cells	SRX100314|G1E	SRX100317|G1E	SRX700955|Hair_Follicle	SRX700957|Hair_Follicle	SRX1082042|mESC_derived_epiblast-like_cells	SRX1082043|mESC_derived_epiblast-like_cells	STRING
Slc40a1	93.750000	0	0	0	0	0	0	1125	0	0	0	0	0	0
Ssr4	93.250000	0	0	0	0	0	0	0	1119	0	0	0	0	0
Idh3g	93.250000	0	0	0	0	0	0	0	1119	0	0	0	0	0
Rps15a	92.833333	0	0	0	0	0	0	0	1114	0	0	0	0	0
Mrps7	92.583333	0	0	0	0	0	0	0	1111	0	0	0	0	0
Gga3	92.583333	0	0	0	0	0	0	0	1111	0	0	0	0	0
Dguok	92.583333	0	0	0	0	0	0	0	1111	0	0	0	0	0
Nkrf	92.083333	0	0	0	0	0	0	0	1105	0	0	0	0	0
Strip1	91.750000	0	0	0	0	0	0	0	1101	0	0	0	0	0
Ift46	91.250000	0	0	0	0	0	0	168	927	0	0	0	0	0
Smg7	91.166667	0	0	0	0	0	0	0	1094	0	0	0	0	0
Smndc1	91.083333	0	0	0	0	0	0	0	1093	0	0	0	0	0
Ublcp1	90.916667	0	0	0	0	0	0	1091	0	0	0	0	0	0
Rbpj	90.916667	0	0	0	0	0	0	0	1091	0	0	0	0	0
Map2k2	90.083333	0	0	0	0	0	0	0	1081	0	0	0	0	0
Car1	90.083333	0	0	0	0	0	0	1081	0	0	0	0	0	0
Pop7	89.916667	0	0	0	0	0	0	0	1079	0	0	0	0	0
Rps29	89.083333	0	0	0	0	0	0	222	217	0	470	160	0	0
Nrbf2	88.666667	0	0	0	0	0	0	0	1064	0	0	0	0	0
Cdc20	88.666667	0	0	0	0	0	0	0	1064	0	0	0	0	0
Siah1b	88.416667	0	0	0	0	0	0	0	1061	0	0	0	0	0
Blvrb	88.000000	0	0	0	0	0	0	1056	0	0	0	0	0	0
Cd2ap	87.833333	0	0	0	0	0	0	0	1054	0	0	0	0	0
Tardbp	87.750000	0	0	0	0	0	0	0	1053	0	0	0	0	0
Spta1	87.750000	0	0	0	0	0	0	1053	0	0	0	0	0	0
Cand1	87.750000	0	0	0	0	0	0	0	1053	0	0	0	0	0
Akap1	87.666667	0	0	0	0	0	0	0	1052	0	0	0	0	0
Rabgef1	86.833333	0	0	0	0	0	0	1042	0	0	0	0	0	0
Huwe1	86.750000	0	0	0	0	0	0	0	1041	0	0	0	0	0
Vmp1	86.583333	0	0	0	0	0	0	0	1039	0	0	0	0	0
Ptrh2	86.583333	0	0	0	0	0	0	0	1039	0	0	0	0	0
Rubcn	86.416667	270	427	112	0	0	103	125	0	0	0	0	0	0
Fyttd1	86.416667	270	427	112	0	0	103	125	0	0	0	0	0	0
Tab2	86.166667	0	0	0	0	0	0	0	1034	0	0	0	0	0
Zwilch	85.916667	0	0	0	0	0	0	0	1031	0	0	0	0	0
Rpl4	85.916667	0	0	0	0	0	0	0	1031	0	0	0	0	0
Etfa	85.916667	0	0	0	0	0	0	0	1031	0	0	0	0	0
Adgrg1	85.916667	0	0	0	0	0	0	1031	0	0	0	0	0	0
Kin	85.500000	0	0	0	0	0	0	0	1026	0	0	0	0	0
Atp5c1	85.500000	0	0	0	0	0	0	0	1026	0	0	0	0	0
1110004F10Rik	85.416667	0	0	0	0	0	0	0	1025	0	0	0	0	0
Psph	85.000000	0	0	0	0	0	0	0	1020	0	0	0	0	0
Ppox	85.000000	0	0	0	0	0	0	1020	0	0	0	0	0	0
Cct6a	85.000000	0	0	0	0	0	0	0	1020	0	0	0	0	0
Nup62	84.916667	0	0	0	0	0	0	0	1019	0	0	0	0	0
Il4i1b	84.916667	0	0	0	0	0	0	0	1019	0	0	0	0	0
Atf5	84.916667	0	0	0	0	0	0	0	1019	0	0	0	0	0
Srsf4	84.833333	0	0	0	0	0	0	0	1018	0	0	0	0	0
Uros	84.750000	0	0	0	0	0	0	850	0	0	167	0	0	0
Zfp219	84.666667	0	0	0	0	0	0	0	851	0	165	0	0	0
Nanp	84.500000	0	0	0	0	0	0	0	1014	0	0	0	0	0
Trim56	84.416667	0	0	0	0	0	0	1013	0	0	0	0	0	0
Mrpl40	84.333333	0	0	0	0	0	0	0	1012	0	0	0	0	0
Ints9	84.333333	0	0	0	0	0	0	0	1012	0	0	0	0	0
Hmbox1	84.333333	0	0	0	0	0	0	0	1012	0	0	0	0	0
Hira	84.333333	0	0	0	0	0	0	0	1012	0	0	0	0	0
Mylk3	84.250000	0	0	0	0	0	0	1011	0	0	0	0	0	0
Cops3	84.083333	0	0	0	0	0	0	0	1009	0	0	0	0	0
Cacybp	84.083333	0	0	0	0	0	0	0	1009	0	0	0	0	0
Rpl23a	83.916667	0	0	0	0	0	0	0	1007	0	0	0	0	0
Cnot6l	83.750000	0	0	0	0	0	0	0	1005	0	0	0	0	0
Grb2	83.583333	0	0	0	0	0	0	0	1003	0	0	0	0	0
Dhx9	83.500000	0	0	0	0	0	0	0	1002	0	0	0	0	0
Rpl17	83.250000	0	0	0	0	0	0	0	999	0	0	0	0	0
Ppcdc	83.250000	0	0	0	0	0	0	0	999	0	0	0	0	0
Rpl27a	83.166667	0	0	0	0	0	0	0	998	0	0	0	0	0
Pcnt	83.000000	0	0	0	0	0	0	0	996	0	0	0	0	0
Sox6	82.250000	0	0	0	0	0	0	987	0	0	0	0	0	0
Rabep2	82.166667	0	0	0	0	0	0	986	0	0	0	0	0	0
Rasal1	82.083333	0	0	0	0	0	0	985	0	0	0	0	0	0
Bclaf1	82.083333	0	0	0	0	0	0	0	985	0	0	0	0	0
Cox7b	81.916667	0	0	0	0	0	0	0	983	0	0	0	0	0
Riok2	81.666667	151	0	0	0	0	0	0	829	0	0	0	0	0
Bcas3	81.500000	0	0	0	0	0	0	0	978	0	0	0	0	0
Pga5	81.250000	0	0	0	0	0	0	975	0	0	0	0	0	0
Suv39h1	80.750000	0	0	0	0	0	0	0	969	0	0	0	0	0
Dgke	80.750000	0	0	0	0	0	0	0	969	0	0	0	0	0
Prdx4	80.583333	0	0	0	0	0	0	0	967	0	0	0	0	0
Ralbp1	80.500000	0	0	0	0	0	0	0	966	0	0	0	0	0
Atp9a	80.416667	354	611	0	0	0	0	0	0	0	0	0	0	0
Rps11	80.083333	0	0	0	0	0	0	0	961	0	0	0	0	0
Atp5g1	80.083333	0	0	0	0	0	0	0	961	0	0	0	0	0
Add2	79.916667	0	0	0	0	0	0	959	0	0	0	0	0	0
Nudt2	79.666667	0	0	0	0	0	0	0	956	0	0	0	0	0
Kif24	79.666667	0	0	0	0	0	0	0	956	0	0	0	0	0
Smc1a	79.000000	0	0	0	0	0	0	0	948	0	0	0	0	0
Ribc1	79.000000	0	0	0	0	0	0	0	948	0	0	0	0	0
Cry2	78.916667	0	0	0	0	0	0	0	947	0	0	0	0	0
Tpr	78.750000	0	0	0	0	0	0	0	945	0	0	0	0	0
Parl	78.750000	0	0	0	0	0	0	945	0	0	0	0	0	0
Odr4	78.750000	0	0	0	0	0	0	0	945	0	0	0	0	0
Ash2l	78.750000	0	0	0	0	0	0	0	945	0	0	0	0	0
Med13l	78.500000	0	0	0	0	0	0	942	0	0	0	0	0	0
Snapin	77.416667	0	0	0	0	0	0	0	929	0	0	0	0	0
Tex9	77.166667	0	0	0	0	0	0	0	926	0	0	0	0	0
Zfp346	76.833333	0	0	0	0	0	0	0	922	0	0	0	0	0
Wnk4	76.833333	0	0	0	0	0	0	922	0	0	0	0	0	0
Haus1	76.833333	0	0	0	0	0	0	0	922	0	0	0	0	0
Lrrc28	76.750000	0	0	0	0	0	0	0	921	0	0	0	0	0
Mcpt9	76.083333	0	0	0	0	0	0	913	0	0	0	0	0	0
Pfkfb2	76.000000	0	0	0	0	0	0	0	912	0	0	0	0	0
Ifrd2	75.916667	0	0	0	0	0	0	911	0	0	0	0	0	0
Pofut1	75.083333	0	0	0	0	0	0	901	0	0	0	0	0	0
Plagl2	75.083333	0	0	0	0	0	0	901	0	0	0	0	0	0
Gm27021	75.000000	0	0	0	0	0	0	0	900	0	0	0	0	0
Emc8	75.000000	0	0	0	0	0	0	0	900	0	0	0	0	0
Cox4i1	75.000000	0	0	0	0	0	0	0	900	0	0	0	0	0
Mrpl15	74.833333	0	0	0	0	0	0	898	0	0	0	0	0	0
Abcg4	74.750000	0	59	0	0	0	0	838	0	0	0	0	0	0
Parpbp	74.416667	0	0	0	0	0	0	0	893	0	0	0	0	0
Nup37	74.416667	0	0	0	0	0	0	0	893	0	0	0	0	0
Mafg	74.083333	0	0	0	0	0	0	0	889	0	0	0	0	0
Pigq	73.583333	0	0	0	0	0	0	883	0	0	0	0	0	0
Laptm4a	73.416667	0	0	0	0	0	0	0	881	0	0	0	0	0
6030468B19Rik	73.416667	0	0	0	0	0	0	881	0	0	0	0	0	0
Vps37b	73.250000	0	0	0	0	0	0	879	0	0	0	0	0	0
Ddx23	73.166667	0	0	0	0	0	0	0	878	0	0	0	0	0
Rbm15	73.000000	0	0	0	0	0	0	0	876	0	0	0	0	0
Nmd3	73.000000	0	0	0	0	0	0	0	876	0	0	0	0	0
Zfc3h1	72.500000	0	0	0	0	0	0	0	870	0	0	0	0	0
Thap2	72.500000	0	0	0	0	0	0	0	870	0	0	0	0	0
Ubash3b	72.416667	0	0	0	0	0	0	869	0	0	0	0	0	0
Evi5	72.416667	0	0	0	0	0	0	869	0	0	0	0	0	0
Slc30a10	72.166667	0	0	0	0	0	0	866	0	0	0	0	0	0
Ugt1a6a	71.916667	0	0	0	0	0	0	863	0	0	0	0	0	0
Sbno1	71.916667	0	0	0	0	0	0	0	863	0	0	0	0	0
Mars1	71.916667	0	0	0	0	0	0	0	863	0	0	0	0	0
Ptges3	71.666667	0	0	0	0	0	0	0	860	0	0	0	0	0
Tal1	70.833333	0	0	0	0	0	0	850	0	0	0	0	0	0
Mettl8	70.833333	0	0	0	0	0	0	0	850	0	0	0	0	0
Dcaf17	70.833333	0	0	0	0	0	0	0	850	0	0	0	0	0
Crlf3	70.583333	0	0	0	0	0	0	847	0	0	0	0	0	0
Hmbs	70.416667	0	0	0	0	0	0	845	0	0	0	0	0	0
Slc30a2	69.833333	0	0	0	0	0	0	838	0	0	0	0	0	0
Rps2	69.750000	0	0	0	0	0	0	0	837	0	0	0	0	0
H3c15	69.250000	0	0	0	0	0	0	338	245	138	110	0	0	0
H3c14	69.250000	0	0	0	0	0	0	338	245	138	110	0	0	0
Bod1	69.250000	0	0	0	0	0	0	0	831	0	0	0	0	0
Mllt3	69.166667	0	0	0	0	0	0	830	0	0	0	0	0	0
H4f16	69.166667	0	0	0	0	0	0	332	498	0	0	0	0	0
Ugt1a6b	69.000000	0	0	0	0	0	0	828	0	0	0	0	0	0
Top1	68.916667	0	0	0	0	0	0	0	0	302	525	0	0	0
Srp72	68.500000	0	0	0	0	0	0	0	822	0	0	0	0	0
Wrap53	68.416667	0	0	0	0	0	0	0	821	0	0	0	0	0
Trp53	68.416667	0	0	0	0	0	0	0	821	0	0	0	0	0
Ifrd1	68.416667	0	0	0	0	0	0	0	821	0	0	0	0	0
Troap	68.333333	0	0	0	0	0	0	0	820	0	0	0	0	0
Atp2b4	68.250000	0	0	0	0	0	0	819	0	0	0	0	0	0
Tmed2	68.166667	0	0	0	0	0	0	818	0	0	0	0	0	0
G3bp2	68.083333	0	0	0	0	0	0	371	446	0	0	0	0	0
Tlk2	68.000000	0	0	0	0	0	0	0	816	0	0	0	0	0
Lpin2	67.666667	0	0	0	0	0	0	812	0	0	0	0	0	0
Hyou1	67.166667	0	0	0	0	0	0	0	806	0	0	0	0	0
Hemgn	67.166667	0	0	0	0	0	0	806	0	0	0	0	0	0
Fkbp6	67.166667	420	386	0	0	0	0	0	0	0	0	0	0	0
Nlrp6	67.000000	0	0	0	0	0	0	804	0	0	0	0	0	0
Atxn2l	66.750000	0	0	0	0	0	0	0	801	0	0	0	0	0
Wdr44	66.416667	0	0	0	0	0	0	0	797	0	0	0	0	0
Tbcel	66.416667	0	0	0	0	0	0	797	0	0	0	0	0	0
Khsrp	66.250000	0	0	0	0	0	0	0	795	0	0	0	0	0
Arl2bp	66.250000	0	0	0	0	0	0	0	795	0	0	0	0	0
Hdac6	66.166667	0	0	0	0	0	0	0	794	0	0	0	0	0
Lin7c	66.000000	0	0	0	0	0	0	0	792	0	0	0	0	0
Mmaa	65.833333	0	0	0	0	0	0	0	790	0	0	0	0	0
H2ac19	65.833333	0	0	0	0	0	0	338	204	138	110	0	0	0
H2ac18	65.833333	0	0	0	0	0	0	338	204	138	110	0	0	0
Tmem18	65.583333	0	0	0	0	0	0	0	787	0	0	0	0	0
Dmxl1	65.250000	0	0	0	0	0	0	0	783	0	0	0	0	0
Zbtb5	65.083333	0	0	0	0	0	0	562	219	0	0	0	0	0
Ppp1r12a	64.916667	0	0	0	0	0	0	0	779	0	0	0	0	0
Adam21	64.833333	0	0	0	0	0	0	778	0	0	0	0	0	0
Cenpb	64.750000	0	0	0	0	0	0	0	777	0	0	0	0	0
Alpk3	64.666667	0	0	0	0	0	0	776	0	0	0	0	0	0
Cwc22	64.583333	0	0	0	0	0	0	0	775	0	0	0	0	0
Thoc6	64.500000	0	0	0	0	0	0	0	774	0	0	0	0	0
Hcfc1r1	64.500000	0	0	0	0	0	0	0	774	0	0	0	0	0
Mrps14	64.250000	0	0	0	0	0	0	0	771	0	0	0	0	0
Ppip5k2	64.000000	0	0	0	0	0	0	97	671	0	0	0	0	0
Gin1	64.000000	0	0	0	0	0	0	97	671	0	0	0	0	0
Dapk3	63.916667	0	0	0	0	0	0	603	164	0	0	0	0	0
Cnpy2	63.583333	0	0	0	0	0	0	0	763	0	0	0	0	0
Adss	63.416667	0	0	0	0	0	0	0	761	0	0	0	0	0
Chic2	63.000000	0	0	0	0	0	0	0	756	0	0	0	0	0
Apeh	62.500000	0	0	0	0	0	0	750	0	0	0	0	0	0
Taf1d	62.333333	0	0	0	0	0	0	0	748	0	0	0	0	0
4931406C07Rik	62.333333	0	0	0	0	0	0	0	748	0	0	0	0	0
Yy1	62.083333	0	0	0	0	0	0	0	745	0	0	0	0	0
Tsr1	62.000000	0	0	0	0	0	0	0	744	0	0	0	0	0
Sgsm2	62.000000	0	0	0	0	0	0	0	744	0	0	0	0	0
Tspo2	61.583333	0	0	0	0	0	0	739	0	0	0	0	0	0
Sprtn	61.416667	0	0	0	0	0	0	0	737	0	0	0	0	0
Lgals8	61.416667	0	0	0	0	0	0	102	635	0	0	0	0	0
Exoc8	61.416667	0	0	0	0	0	0	0	737	0	0	0	0	0
Slc29a1	61.333333	0	0	0	0	0	0	736	0	0	0	0	0	0
Cabin1	61.333333	0	0	0	0	0	0	0	736	0	0	0	0	0
Tcf3	61.000000	0	0	0	0	0	0	0	732	0	0	0	0	0
Nt5c3	60.583333	0	0	0	0	0	0	727	0	0	0	0	0	0
Klf1	60.583333	0	0	0	0	0	0	727	0	0	0	0	0	0
Cbfa2t3	60.416667	0	0	0	0	0	0	725	0	0	0	0	0	0
Atf6	60.333333	0	0	0	0	0	0	453	271	0	0	0	0	0
Ankrd17	60.166667	0	0	0	0	0	0	0	722	0	0	0	0	0
Yif1b	60.083333	0	0	0	0	0	0	0	721	0	0	0	0	0
Smim3	60.000000	0	0	0	0	0	0	720	0	0	0	0	0	0
Fth1	59.833333	0	0	0	0	0	0	718	0	0	0	0	0	0
Trappc1	59.583333	0	0	0	0	0	0	0	715	0	0	0	0	0
Cntrob	59.583333	0	0	0	0	0	0	0	715	0	0	0	0	0
Hspa12a	59.500000	0	0	0	0	0	0	0	714	0	0	0	0	0
Eno4	59.500000	0	0	0	0	0	0	0	714	0	0	0	0	0
Ank1	59.500000	0	0	0	0	0	0	714	0	0	0	0	0	0
Steap3	59.416667	0	0	0	0	0	0	713	0	0	0	0	0	0
Me2	58.833333	0	0	0	0	0	0	0	706	0	0	0	0	0
Btrc	58.833333	0	0	0	0	0	0	0	706	0	0	0	0	0
Gclm	58.750000	0	0	0	0	0	0	162	403	0	140	0	0	0
Wrnip1	58.500000	0	0	0	0	0	0	0	702	0	0	0	0	0
H2bc4	58.500000	107	0	0	0	0	0	169	347	0	79	0	0	0
H2ac6	58.500000	107	0	0	0	0	0	169	347	0	79	0	0	0
Eif2ak2	58.250000	0	0	0	0	0	0	0	699	0	0	0	0	0
Zc3h10	58.083333	0	0	0	0	0	0	697	0	0	0	0	0	0
Gtf2i	58.000000	212	104	0	0	0	0	224	156	0	0	0	0	0
Epor	57.916667	0	0	0	0	0	0	695	0	0	0	0	0	0
Ccnj	57.916667	0	0	0	0	0	0	0	695	0	0	0	0	0
Lgmn	57.750000	0	0	0	0	0	0	693	0	0	0	0	0	0
Tlk1	57.666667	0	0	0	0	0	0	0	692	0	0	0	0	0
Aqp8	57.500000	0	0	0	0	0	0	690	0	0	0	0	0	0
Slc25a28	57.416667	0	0	0	0	0	0	0	689	0	0	0	0	0
Rec8	57.416667	0	0	0	0	0	0	689	0	0	0	0	0	0
Mbnl1	57.166667	0	0	0	0	0	0	686	0	0	0	0	0	0
Tdp2	56.833333	0	0	0	0	0	0	0	682	0	0	0	0	0
Acot13	56.833333	0	0	0	0	0	0	0	682	0	0	0	0	0
H3c6	56.750000	0	0	0	0	0	0	221	460	0	0	0	0	0
Gp1ba	56.750000	0	0	0	0	0	0	681	0	0	0	0	0	0
Clcn3	56.750000	0	134	0	0	0	0	448	99	0	0	0	0	0
H4c11	56.666667	0	0	0	0	0	0	191	376	113	0	0	0	0
Ube3a	56.416667	0	0	0	0	0	0	0	677	0	0	0	0	0
Serbp1	56.416667	0	0	0	0	0	0	0	677	0	0	0	0	0
H1f2	56.416667	0	0	0	0	0	0	442	235	0	0	0	0	0
Ermap	56.083333	0	0	0	0	0	0	673	0	0	0	0	0	0
Spint2	56.000000	0	0	0	0	0	0	0	672	0	0	0	0	0
Depdc1b	55.916667	0	0	0	0	0	0	671	0	0	0	0	0	0
Bola1	55.916667	0	0	0	0	0	0	0	671	0	0	0	0	0
Inpp5f	55.750000	153	516	0	0	0	0	0	0	0	0	0	0	0
Pkig	55.500000	0	0	0	0	0	0	184	482	0	0	0	0	0
Rpl35	55.416667	0	0	0	0	0	0	0	665	0	0	0	0	0
Plod2	55.333333	0	0	0	0	0	0	0	664	0	0	0	0	0
Smarca5	55.250000	0	0	0	0	0	0	0	663	0	0	0	0	0
H4c3	55.083333	0	0	0	0	0	0	246	415	0	0	0	0	0
Zdbf2	54.666667	200	343	113	0	0	0	0	0	0	0	0	0	0
Taf1c	54.500000	0	0	0	0	0	0	654	0	0	0	0	0	0
Gata1	54.500000	0	0	0	0	0	0	654	0	0	0	0	0	0
Csf2rb	54.500000	0	0	0	0	0	0	654	0	0	0	0	0	0
Top3a	54.416667	0	0	0	0	0	0	0	653	0	0	0	0	0
Smcr8	54.416667	0	0	0	0	0	0	0	653	0	0	0	0	0
H2bc6	54.416667	0	0	0	0	0	0	293	286	74	0	0	0	0
Zfp1	54.250000	0	0	0	0	0	0	651	0	0	0	0	0	0
Tmx3	54.083333	0	0	0	0	0	0	0	649	0	0	0	0	0
Trim26	54.000000	0	0	0	0	0	0	0	648	0	0	0	0	0
Atp6v1h	54.000000	0	0	0	0	0	0	514	134	0	0	0	0	0
Psg16	53.916667	0	0	0	0	0	0	647	0	0	0	0	0	0
Ell	53.833333	0	0	0	0	0	0	0	646	0	0	0	0	0
Cmip	53.833333	0	0	0	0	0	0	646	0	0	0	0	0	0
Sf3a2	53.750000	0	0	0	0	0	0	0	645	0	0	0	0	0
Plekhj1	53.750000	0	0	0	0	0	0	0	645	0	0	0	0	0
Havcr2	53.583333	0	0	0	0	0	0	643	0	0	0	0	0	0
Nap1l5	53.416667	81	560	0	0	0	0	0	0	0	0	0	0	0
Fancc	53.250000	0	0	0	0	0	0	0	639	0	0	0	0	0
Sptb	53.166667	0	0	0	0	0	0	638	0	0	0	0	0	0
Gtf2a1	52.916667	0	0	0	0	0	0	94	541	0	0	0	0	0
Lct	52.750000	0	0	0	0	0	0	633	0	0	0	0	0	0
Tnfrsf14	52.583333	0	0	0	0	0	0	631	0	0	0	0	0	0
Magoh	52.583333	0	0	0	0	0	0	0	631	0	0	0	0	0
Nfe2l2	52.416667	0	0	0	0	0	0	629	0	0	0	0	0	0
H4c18	52.166667	0	0	0	0	0	0	158	468	0	0	0	0	0
Ints13	52.000000	0	0	0	0	0	0	0	624	0	0	0	0	0
H4c4	52.000000	0	0	0	0	0	0	180	444	0	0	0	0	0
Fgfr1op2	52.000000	0	0	0	0	0	0	0	624	0	0	0	0	0
Sf3b5	51.916667	0	0	0	0	0	0	0	623	0	0	0	0	0
H1f4	51.750000	0	0	0	0	0	0	293	328	0	0	0	0	0
Usp37	51.500000	0	0	0	0	0	0	0	618	0	0	0	0	0
Nxpe4	51.500000	0	0	0	0	0	0	618	0	0	0	0	0	0
Cnot9	51.500000	0	0	0	0	0	0	0	618	0	0	0	0	0
Tcp11l2	51.083333	0	0	0	0	0	0	613	0	0	0	0	0	0
Aff4	50.916667	0	0	0	0	0	0	0	611	0	0	0	0	0
Adgrg5	50.833333	0	0	0	0	0	0	610	0	0	0	0	0	0
Fscn2	50.500000	251	355	0	0	0	0	0	0	0	0	0	0	0
Nsd3	50.416667	0	0	0	0	0	0	0	605	0	0	0	0	0
Commd1	50.416667	0	134	0	0	0	0	0	255	0	216	0	0	0
Iba57	50.333333	0	0	0	0	0	0	604	0	0	0	0	0	0
Nfatc3	49.833333	0	0	0	0	0	0	0	598	0	0	0	0	0
BC017158	49.833333	0	0	0	0	0	0	598	0	0	0	0	0	0
Smarcd2	49.750000	0	0	0	0	0	0	0	597	0	0	0	0	0
Urod	49.583333	0	0	0	0	0	0	595	0	0	0	0	0	0
Clcn4	49.583333	0	0	0	0	0	0	325	270	0	0	0	0	0
Srebf1	49.500000	0	0	0	0	0	0	0	594	0	0	0	0	0
Setdb2	49.083333	0	0	0	0	0	0	0	589	0	0	0	0	0
Rpl19	49.083333	0	0	0	0	0	0	0	589	0	0	0	0	0
Gm45935	49.083333	0	0	0	0	0	0	0	589	0	0	0	0	0
Cetn3	49.083333	0	0	0	0	0	0	0	589	0	0	0	0	0
Cab39l	49.083333	0	0	0	0	0	0	0	589	0	0	0	0	0
Abcb6	48.833333	0	0	0	0	0	0	586	0	0	0	0	0	0
Micu3	48.750000	0	0	0	0	0	0	0	585	0	0	0	0	0
H1f3	48.416667	0	0	0	0	0	0	177	404	0	0	0	0	0
Lcmt2	48.250000	0	0	0	0	0	0	0	579	0	0	0	0	0
Adal	48.250000	0	0	0	0	0	0	0	579	0	0	0	0	0
Gtpbp2	48.083333	0	0	0	0	0	0	0	577	0	0	0	0	0
Rnf219	47.916667	0	0	0	0	0	0	258	317	0	0	0	0	0
H4c17	47.916667	0	0	0	0	0	0	200	375	0	0	0	0	0
Atxn10	47.916667	0	0	0	0	0	0	0	575	0	0	0	0	0
Taf7	47.666667	0	0	0	0	0	0	0	572	0	0	0	0	0
Dohh	47.666667	0	0	0	0	0	0	0	572	0	0	0	0	0
Epb42	47.416667	0	0	0	0	0	0	569	0	0	0	0	0	0
Ldb1	47.333333	0	0	0	0	0	0	568	0	0	0	0	0	0
Mepce	47.166667	0	0	0	0	0	0	0	566	0	0	0	0	0
Washc3	46.583333	0	0	0	0	0	0	0	559	0	0	0	0	0
Leng8	46.583333	0	0	0	0	0	0	144	415	0	0	0	0	0
Arhgef12	46.583333	0	0	0	0	0	0	0	559	0	0	0	0	0
Sharpin	46.500000	0	0	0	0	0	0	0	558	0	0	0	0	0
Maf1	46.500000	0	0	0	0	0	0	0	558	0	0	0	0	0
Zfp53	46.166667	0	0	0	0	0	0	0	554	0	0	0	0	0
Cep57	46.166667	0	0	0	0	0	0	554	0	0	0	0	0	0
Camk2g	46.000000	0	0	0	0	0	0	0	552	0	0	0	0	0
H3c3	45.916667	0	0	0	0	0	0	130	352	0	69	0	0	0
Jtb	45.833333	0	0	0	0	0	0	0	550	0	0	0	0	0
Gypc	45.833333	0	0	0	0	0	0	550	0	0	0	0	0	0
Zfp33b	45.750000	0	0	0	0	0	0	0	549	0	0	0	0	0
Thap11	45.583333	0	0	0	0	0	0	0	547	0	0	0	0	0
Lpar5	45.500000	0	0	0	0	0	0	546	0	0	0	0	0	0
Erv3	45.500000	0	0	0	0	0	0	546	0	0	0	0	0	0
H2bc1	45.166667	0	0	0	0	0	0	214	186	0	142	0	0	0
H2ac1	45.166667	0	0	0	0	0	0	214	186	0	142	0	0	0
Icam4	45.083333	0	0	0	0	0	0	541	0	0	0	0	0	0
Tmem41b	44.916667	0	0	0	0	0	0	0	539	0	0	0	0	0
Sowaha	44.750000	0	0	0	0	0	0	537	0	0	0	0	0	0
Rnf8	44.250000	0	0	0	0	0	0	0	531	0	0	0	0	0
Prim1	44.166667	0	0	0	0	0	0	0	530	0	0	0	0	0
Pigv	44.166667	0	0	0	0	0	0	530	0	0	0	0	0	0
Kcne3	44.083333	0	0	0	0	0	0	529	0	0	0	0	0	0
Mgat4b	43.916667	0	0	0	0	0	0	527	0	0	0	0	0	0
Dux	43.833333	228	196	102	0	0	0	0	0	0	0	0	0	0
Cnot3	43.583333	0	0	0	0	0	0	0	523	0	0	0	0	0
Atg16l1	43.500000	0	0	0	0	0	0	0	522	0	0	0	0	0
Pank4	43.416667	0	0	0	0	0	0	521	0	0	0	0	0	0
Pds5a	43.333333	0	0	0	0	0	0	0	520	0	0	0	0	0
Trim59	43.250000	0	0	0	0	0	0	0	519	0	0	0	0	0
Lrpap1	43.250000	129	144	0	0	0	0	0	246	0	0	0	0	0
Srsf3	43.000000	0	0	0	0	0	0	0	516	0	0	0	0	0
Rac2	43.000000	0	0	0	0	0	0	516	0	0	0	0	0	0
Trim24	42.833333	0	0	0	0	0	0	0	514	0	0	0	0	0
Spon2	42.833333	0	0	0	0	0	0	514	0	0	0	0	0	0
H4c9	42.583333	0	0	0	0	0	0	139	372	0	0	0	0	0
Prxl2a	42.333333	0	0	0	0	0	0	508	0	0	0	0	0	0
Slc25a21	42.250000	0	0	0	0	0	0	507	0	0	0	0	0	0
Dck	42.166667	0	0	0	0	0	0	0	506	0	0	0	0	0
Tkt	42.000000	0	0	0	0	0	0	0	504	0	0	0	0	0
Slc16a13	42.000000	0	0	0	0	0	0	504	0	0	0	0	0	0
Nnat	42.000000	197	307	0	0	0	0	0	0	0	0	0	0	0
Vamp3	41.916667	0	0	0	0	0	0	0	503	0	0	0	0	0
Plagl1	41.916667	142	243	118	0	0	0	0	0	0	0	0	0	0
Cdkn2c	41.833333	225	277	0	0	0	0	0	0	0	0	0	0	0
Wnt2	41.750000	0	0	0	0	0	0	501	0	0	0	0	0	0
Ppp1r8	41.750000	140	137	0	0	0	0	224	0	0	0	0	0	0
Erlin1	41.750000	0	0	0	0	0	0	0	501	0	0	0	0	0
Mtfr1l	41.500000	0	0	0	0	0	0	0	498	0	0	0	0	0
Ccnb1	41.500000	0	0	0	0	0	0	0	498	0	0	0	0	0
Ythdc1	41.083333	0	0	0	0	0	0	0	493	0	0	0	0	0
Calm1	41.083333	0	0	0	0	0	0	256	237	0	0	0	0	0
Ints7	41.000000	0	0	0	0	0	0	0	492	0	0	0	0	0
Dtl	41.000000	0	0	0	0	0	0	0	492	0	0	0	0	0
Mcpt2	40.833333	0	0	0	0	0	0	490	0	0	0	0	0	0
H4c12	40.750000	0	0	0	0	0	0	208	281	0	0	0	0	0
Cnbp	40.750000	0	0	0	0	0	0	0	489	0	0	0	0	0
Hadh	40.666667	0	0	0	0	0	0	340	148	0	0	0	0	0
